nom_du_projet,resume_du_projet,montant_engage,numero_dossier_ds,numero_ej,numero_operateur,operateur,demarche,nom_region,nom_departement,code_departement,siret_beneficiaire,raison_sociale_beneficiaire,forme_juridique_beneficiaire,code_commune,nom_commune
De l'arbre à la bruyère : pour la restauration des bocages et des landes emblématiques de l'Allier ,"A la suite de la première phase du projet, subventionné par le Fonds Vert sous le numéro de dossier 16955529, permettant l'avancement de la contractualisation foncière ainsi que la finalisation des plans de gestion de ces sites, cette deuxième phase du projet a pour objectif de mettre en place les premières actions fléchées au sein de ces derniers ainsi que de réaliser des travaux de restauration de landes et de bocages. ",24017.00,23546992,,AID-2025-04500,Agence de l'eau,SN Biodiversité,Auvergne-Rhône-Alpes,Allier,03,39364958700044,CONSERVATOIRE D ESPACES NATURELS DE L ALLIER,Association déclarée,03226,Saint-Didier-en-Donjon
Détection et identification de l'Isoète très ténu (Isoetes tennuissima) par métabarcoding,"L'Isoète très ténu (Isoetes tenuissima) est une espèce endémique du centre de la France, très menacée, en régression et qui fait l'objet d'un Plan national d'action (PNA) depuis 2024. Cette espèce n'est qu'exceptionnellement observée sur le terrain pour les raisons suivantes : sa rareté, sa discrétion au sein des végétations des vases exondées (petite taille et faible effectif), habitats (grèves exondées des étangs) temporaires souvent de grande surface mais ne s’exprimant pas chaque année. Sans recherche approfondie dédiée (très chronophage), il est extrêmement difficile et rare d’observer cette espèce. Cette étude novatrice vise à expérimenter le métabarcoding (ADNe) sur deux stations connues de l'espèce afin de vérifier sa détectabilité. Si les résultats sont concluants, cette technologie pour la recherche de l'espèce au cours des prochaines années, action A à priorité élevée du PNA en faveur de cette espèce.",7895.00,23547180,2104733087,,,SN Biodiversité,Centre-Val de Loire,Indre,36,18004417400019,MUSEUM NATIONAL D HISTOIRE NATURELLE,Établissement public national à caractère scientifique culturel et professionnel,36123,Mézières-en-Brenne
"Lutte contre la renouée du japon : comparaison de techniques de lutte mécaniques, électrique et biochimique","La commune de Séméac (65) mène un projet scientifique pour lutter contre la Renouée du Japon sur 8 parcelles expérimentales de 16 m², testant diverses techniques (paillage, désherbage électrique, broyats de plantes toxiques). Un protocole, mené aussi à Cambo-les-Bains, évalue l’adaptation de la plante et son stockage énergétique, avec un focus sur l’influence des sols, analysés par un pédologue. Les premières observations montrent que les conditions pédologiques jouent un rôle crucial dans la production des rhizomes et la dispersion.
Par ailleurs, le Sureau hièble, plante indigène produisant des composés allélopathiques, pourrait limiter la croissance de la Renouée. Ces substances toxiques, reconnues pour affecter les espèces envahissantes, ouvrent une piste prometteuse de lutte naturelle contre cette espèce invasive. Le projet vise à approfondir l’étude de cet effet inhibiteur.",31183.04,23551995,2104818450,,,SN Biodiversité,Occitanie,Hautes-Pyrénées,65,21650417500011,COMMUNE DE SEMEAC,Commune et commune nouvelle,65417,Séméac
Lac de Grand Lieu : Bilan et Evaluation de la gestion des niveaux d'eau 2015-2025 et perspective d'aménagement du vannage de Bouaye pour une adaptation pertinente aux évolutions hydrauliques et climatiques,"Le SGLE assure la gestion des niveaux d’eau sur le bassin versant de Grand-Lieu-Acheneau-Tenu. Les niveaux d’eau du lac de Grand-Lieu sont contrôlés par le fonctionnement du vannage de Bouaye situé en aval du lac . Cette gestion des niveaux d’eau est primordiale pour la gestion du lac, zone humide d’intérêt majeur, site naturel, au sein d’un large site Natura 2000. La gestion fait l’objet depuis une dizaine d’années d’une expérimentation par arrêté préfectoral, visant à assurer une variabilité inter-annuelle.
- Dans un premier temps le projet portera sur l'analyse de cette gestion 2015-2025 en s’appuyant sur le retour d’expérience des acteurs locaux. Cette analyse, en relation avec les services de l'Etat, sera effectuée par le SGLE.
- Dans un second temps sur l'identification des aménagements nécessaires du vannage de Bouaye pour répondre aux enjeux environnementaux et sociaux. Cette étape sera réalisée par un bureau d’études spécialisé.",56000.00,23552509,,,,SN Biodiversité,Pays de la Loire,Loire-Atlantique,44,20000331700027,SYNDICAT GRAND-LIEU ESTUAIRE (SGLE),Syndicat mixte fermé,44188,Saint-Philbert-de-Grand-Lieu
"Accompagnement de la stratégie nationale biodiversité 2023, de la stratégie nationale pour les aires protégées 2030 et de son plan d'action territorial Hauts de France 2026 2027 2028","Animation foncière et territoriale pour la création et l'extension de zones de protection forte,
Labellisation de sites préservés par le Conservatoire d'espaces naturels en Zones de Protection Forte
Lancement de la procédure de classement de 3 sites en Réserve naturelle nationale",248000.00,23553374,2104818599,,,SN Biodiversité,Hauts-de-France,Somme,80,40320217900087,CONSERVATOIRE D ESPACES NATURELS DES HAUTS DE FRANCE,Association déclarée,80131,Boves
Atlas de la biodiversité communale Foix 2025 - 2028,"La commune de Foix se trouve entre le Pech de Foix et le Pech Saint-Sauveur, entourée de milieux naturels riches, elle joue un rôle crucial pour l’accueil et le déplacement de différentes espèces. Il est donc nécessaire de mieux connaître la biodiversité présente dans les zones urbanisées de la ville afin de mieux penser son aménagement en prenant en compte la biodiversité, ses besoins et ses déplacements. Ville porte du Parc naturel régional des Pyrénées Ariégeoises, centre touristique et commercial, il est également nécessaire de mieux sensibiliser les habitants et visiteurs à la biodiversité exceptionnelle qui les entoure. L’ABC de la commune de Foix vise ainsi à enrichir la connaissance sur la biodiversité locale, mobiliser les habitants et renforcer la prise en compte des enjeux écologiques dans l’action publique. ",35804.00,23553644,,,,SN Biodiversité,Occitanie,Ariège,09,21090122900018,COMMUNE DE FOIX,Commune et commune nouvelle,09122,Foix
Plan de gestion et cahier des charges des premiers travaux de restauration du marais Pironnet,"Il s'agit de réaliser un plan de gestion sur environ 9 ha de parcelles de marais en cours d'acquisition par le cen (autre dossier fonds vert en cours). Ce site de zone humide de tête de bassin versant est traversé par la rivière Senouire et présente des parcelles à fort enjeu associées à des parcelles fortement dégradées à restaurer. Les cahiers des charges et chiffrages des premiers travaux, ainsi que les états des lieux des indicateurs, seront réalisés pour les principales parcelles à restaurer en parallèle du plan de gestion pour pouvoir les mettre en place au plus vite. ",31438.75,23556574,2104819056,,,SN Biodiversité,Auvergne-Rhône-Alpes,Haute-Loire,43,34489699800046,CONSERVATOIRE D ESPACES NATURELS D AUVERGNE,Association déclarée,43048,La Chaise-Dieu
Réalisation d'un ABC sur la commune de Geneston. ,"La commune de Geneston, située en milieu rural mais soumise à une forte pression urbaine, mène depuis plusieurs années une politique environnementale ambitieuse. Engagée dans la démarche ""Territoire Engagé pour la Nature"" depuis 2021, elle souhaite aujourd’hui aller plus loin avec le lancement de son Atlas de la Biodiversité Communale (ABC). Ce projet vise à améliorer la connaissance des espèces et des milieux naturels, tout en impliquant les habitants et les associations locales. Des inventaires naturalistes seront réalisés, en lien avec la révision à venir du Plan Local d’Urbanisme. Accompagnée par le CPIE Logne et Grand Lieu, la commune affirme sa volonté de concilier développement du territoire et préservation de la biodiversité.",41453.60,23563959,,,,SN Biodiversité,Pays de la Loire,Loire-Atlantique,44,21440223200018,COMMUNE DE GENESTON,Commune et commune nouvelle,44223,Geneston
ABC de Mazé-Milon,"L'ABC co-porté par la commune de Mazé-Milon et le PNR LAT s'inscrit dans la continuité du TEN de la CC Baugeois-Vallée. Fil rouge de l’animation locale, il fera l’objet d’actions de médiation et de mobilisation destinées à un large panel d’habitants. Elles privilégieront les approches sensibles et expérientielles afin d’inviter les habitants à interroger leur rapport au vivant. L’ABC se concentrera sur l’inventaire des taxons représentatifs des enjeux écologiques : pollinisateurs, champignons, papillons de jour, oiseaux, odonates ou orthoptères. Des inventaires participatifs seront menés avec les habitants.  D’autres taxons seront étudiés de manière opportuniste. Le projet fera l’objet d’une gouvernance partagée mobilisant les associations locales et les habitants intéressés. Ce programme viendra décliner les engagements de la commune en faveur de la biodiversité, listés dans la charte du PNR et dans le PLU de la commune, révisé en 2025. ",46123.69,23570842,,,,SN Biodiversité,Pays de la Loire,Maine-et-Loire,49,25490226500027,SYND MIXTE PARC NAT LOIRE ANJOU TOURAINE,Syndicat mixte ouvert,49219,Montsoreau
"Pêche, Innovation & Biodiversité : mobiliser les pêcheurs pour maîtriser les espèces exotiques envahissantes et valoriser leur potentiel halieutique en Méditerranée","Face à la prolifération des espèces exotiques envahissantes en Méditerranée, la Coopérative Maritime Pêcheurs Azuréens mobilise les pêcheurs professionnels pour capturer ces espèces (crabe bleu, poissons lapins, poisson-lion), tester des engins adaptés, et valoriser les captures par des recettes innovantes. Le projet vise à réduire l’impact écologique de ces espèces tout en développant de nouvelles filières économiques durables. Une campagne de communication grand public et professionnelle permettra de sensibiliser aux enjeux de biodiversité et de promouvoir la consommation responsable de ces espèces. Ce projet expérimental et reproductible s’inscrit dans la stratégie nationale biodiversité 2030.",50000.00,23572228,2104787917,,,SN Biodiversité,Provence-Alpes-Côte d'Azur,Var,83,92490687800013,COOPERATIVE MARITIME PECHEURS AZUREENS,SA coopérative (d'intérêt) maritime à conseil d'administration,83099,Puget-sur-Argens
Construction d’une structure d’accueil – Réserve du Pinail,"Le projet a pour objectif sur le site de la réserve naturelle nationale du Pinail (86), la construction d’une structure d’accueil qui a pour vocation d’héberger le gestionnaire du site, l’association GEREPI. Actuellement, seul un chalet rustique de 20m² est présent.
Le programme de construction a été co-rédigé avec GEREPI afin de répondre à leurs attentes. Ce bâtiment éco-responsable en matériaux bio-sourcés se veut exemplaire  : ossature bois, isolation en fibres naturelles et toiture végétalisée. Il comprendra un hall d’accueil, des bureaux administratifs, une salle d’animation mutualisable, et des commodités pour les salariés et les visiteurs.
La présence en continu du gestionnaire sera ainsi assurée. La mise en œuvre des travaux de gestion écologique et des suivis scientifiques en sera facilité, ainsi que les rappels de la réglementation. Seront renforcés l’accueil du public, l’offre pédagogique et les sessions de formation technique.",200000.00,23592352,2104715944,,,SN Biodiversité,Nouvelle-Aquitaine,Vienne,86,24860041300012,CA GRAND CHATELLERAULT,Communauté d'agglomération,86298,Vouneuil-sur-Vienne
